name,name_original,source_table,section,label_es,type,domain_min,domain_max,domain_levels,unit,notes
dientes_feliz,dientes_feliz,mujer,g. Servicios de Salud,"¿Está conforme o feliz con la imagen de sus dientes, encías o prótesis?",factor,,,1;2;98,,
zika_12m_tuvo,Zika_12m_tuvo,mujer,g. Servicios de Salud,"En los últimos 12 meses, un médico o enfermera le dijo a la madre que tuvo infección por Zika",factor,,,1;2;98,,
zika_12m_zalpullido,Zika_12m_zalpullido,mujer,g. Servicios de Salud,"En los últimos 12 meses, la madre tuvo ""zalpullido"" o ""rash"" en una parte de su cuerpo",factor,,,1;2;98,,
zika_12m_deb_musc,Zika_12m_deb_musc,mujer,g. Servicios de Salud,"En los últimos 12 meses, la madre experimentó debilidad muscular muy fuerte o dificultad para mover alguno de sus brazos o piernas",factor,,,1;2;98,,
zika_12m_inf_ojo,Zika_12m_inf_ojo,mujer,g. Servicios de Salud,"En los últimos 12 meses, la madre tuvo una infección del ojo que le puso los ojos rojos, irritados y llorosos",factor,,,1;2;98,,
esteril_fem_oido,Esteril_fem_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de esterilización femenina o ligadura,binary,,,1;2,,
esteril_fem_vez,Esteril_fem_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado esterilización femenina o ligadura,binary,,,1;2,,
esteril_fem_actual,Esteril_fem_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) esterilización femenina o ligadura,binary,,,1;2,,
esteril_masc_oido,Esteril_masc_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de esterilización masculina o vasectomía,binary,,,1;2,,
esteril_masc_vez,Esteril_masc_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado esterilización masculina o vasectomía,binary,,,1;2,,
esteril_masc_actual,Esteril_masc_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) esterilización masculina o vasectomía,binary,,,1;2,,
diu_oido,DIU_oido,mujer,h. Planificación Familiar,"La madre conoce o ha oído hablar de DIU, espiral o T de Cobre",binary,,,1;2,,
diu_vez,DIU_vez,mujer,h. Planificación Familiar,"La madre alguna vez ha usado DIU, espiral o T de Cobre",binary,,,1;2,,
diu_actual,DIU_actual,mujer,h. Planificación Familiar,"La madre usa actualmente (durante los últimos 30 días) DIU, espiral o T de Cobre",binary,,,1;2,,
inyeccion_oido,Inyeccion_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de Inyección anticonceptiva,binary,,,1;2,,
inyeccion_vez,Inyeccion_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado Inyección anticonceptiva,binary,,,1;2,,
inyeccion_actual,Inyeccion_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) Inyección anticonceptiva,binary,,,1;2,,
implante_oido,Implante_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de NORPLANT o implante,binary,,,1;2,,
implante_vez,Implante_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado NORPLANT o implante,binary,,,1;2,,
implante_actual,Implante_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) NORPLANT o implante,binary,,,1;2,,
pildora_oido,Pildora_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de Píldora o pastilla anticonceptiva,binary,,,1;2,,
pildora_vez,Pildora_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado Píldora o pastilla anticonceptiva,binary,,,1;2,,
pildora_actual,Pildora_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) Píldora o pastilla anticonceptiva,binary,,,1;2,,
metodos_vaginales_oido,Metodos_vaginales_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de Métodos vaginales (jaleas / espumas / diafragma / cremas / óvulos / tabletas),binary,,,1;2,,
metodos_vaginales_vez,Metodos_vaginales_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado Métodos vaginales (jaleas / espumas / diafragma / cremas / óvulos / tabletas),binary,,,1;2,,
metodos_vaginales_actual,Metodos_vaginales_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) Métodos vaginales (jaleas / espumas / diafragma / cremas / óvulos / tabletas),binary,,,1;2,,
parche_oido,Parche_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de parche,binary,,,1;2,,
parche_vez,Parche_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado parche,binary,,,1;2,,
parche_actual,Parche_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) parche,binary,,,2,,
condon_oido,Condon_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de Condón (preservativo),binary,,,1;2,,
condon_vez,Condon_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado Condón (preservativo),binary,,,1;2,,
condon_actual,Condon_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) Condón (preservativo),binary,,,1;2,,
ritmo_oido,Ritmo_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de Ritmo/calendario,binary,,,1;2,,
ritmo_vez,Ritmo_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado Ritmo/calendario,binary,,,1;2,,
ritmo_actual,Ritmo_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) Ritmo/calendario,binary,,,1;2,,
control_temp_oido,Control_temp_oido,mujer,h. Planificación Familiar,"La madre conoce o ha oído hablar de Control de la temperatura, moco cervical (Billings)",binary,,,1;2,,
control_temp_vez,Control_temp_vez,mujer,h. Planificación Familiar,"La madre alguna vez ha usado Control de la temperatura, moco cervical (Billings)",binary,,,1;2,,
control_temp_actual,Control_temp_actual,mujer,h. Planificación Familiar,"La madre usa actualmente (durante los últimos 30 días) Control de la temperatura, moco cervical (Billings)",binary,,,1;2,,
retiro_oido,Retiro_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de Retiro (él se retira cuando va a terminar),binary,,,1;2,,
retiro_vez,Retiro_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado Retiro (él se retira cuando va a terminar),binary,,,1;2,,
retiro_actual,Retiro_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) Retiro (él se retira cuando va a terminar),binary,,,1;2,,
mela_oido,MELA_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de MELA (Lactancia Materna),binary,,,1;2,,
mela_vez,MELA_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado MELA (Lactancia Materna),binary,,,1;2,,
mela_actual,MELA_actual,mujer,h. Planificación Familiar,La madre usa actualmente (durante los últimos 30 días) MELA (Lactancia Materna),binary,,,1;2,,
anticon_emergencia_oido,Anticon_emergencia_oido,mujer,h. Planificación Familiar,La madre conoce o ha oído hablar de Anticoncepción de emergencia,binary,,,1;2,,
anticon_emergencia_vez,Anticon_emergencia_vez,mujer,h. Planificación Familiar,La madre alguna vez ha usado Anticoncepción de emergencia,binary,,,1;2,,
plan_familiar_actual,Plan_familiar_actual,mujer,h. Planificación Familiar,La madre está usando algún método actualmente,binary,,,1;2,,
embarazada,Embarazada,mujer,h. Planificación Familiar,La madre está embarazada,factor,,,1;2;98,,
puede_quedar_embarazada,Puede_quedar_embarazada,mujer,h. Planificación Familiar,La madre cree que puede quedar embarazada,factor,,,1;2;98,,
puede_quedar_embarazada_razon,Puede_quedar_embarazada_razon,mujer,h. Planificación Familiar,La razón principal que la madre cree que no puede quedar embarazada,factor,,,1;2;3;4;5;6;96,,
puede_quedar_embarazada_razono,Puede_quedar_embarazada_razono,mujer,h. Planificación Familiar,Otra razón especificada principal que la madre cree que no puede quedar embarazada,text,,,,,
no_usa_plan_familiar_razon,No_usa_plan_familiar_razon,mujer,h. Planificación Familiar,La razón principal que la madre no usa un método anticonceptivo,numeric_continuous,0,146.5,,,bounds inferred from observed range with buffer; requires review
no_usa_plan_familiar_razono,No_usa_plan_familiar_razono,mujer,h. Planificación Familiar,Otra razón principal que la madre no usa un método anticonceptivo,text,,,,,
plan_familiar_actual_metodo,Plan_familiar_actual_metodo,mujer,h. Planificación Familiar,El método anticonceptivo principal que la madre utiliza actualmente,numeric_continuous,0,19,,,bounds inferred from observed range with buffer; requires review
esteril_fem_donde,Esteril_fem_donde,mujer,h. Planificación Familiar,El establecimiento donde le hicieron la esterilización feminino,factor,,,1;2;3;4;96,,
esteril_fem_dondeo,Esteril_fem_dondeo,mujer,h. Planificación Familiar,Otro establecimiento especificado donde le hicieron la esterilización,factor,,,"Aprofam;CAPS CENTRO DE SALUD;centro de salud;Centro de Salud;CENTRO DE SALUD, GUALAN;Centro Salud;en el puesto de salud jornada de aprofam;en puesto comunitario campaña;igss;Igss;IGSS;IGSS DE MAZATENANGO;jornada de aprofam en el centro de salud;jornada de la Municipalidad;JORNADA DE SALUD DE PARTE DE LA COOPERATIVA;jornada en el centro de salud;jornada medica de parte se aprofam en el puesto de salud;JORNADQ DE APROFAN EN EL CENTRO DE SALUD;NO recuerda",,
plan_familiar_donde,Plan_familiar_donde,mujer,h. Planificación Familiar,Lugar donde obtiene el método anticonceptivo que la madre usa,numeric_continuous,0,146.5,,,bounds inferred from observed range with buffer; requires review
plan_familiar_dondeo,Plan_familiar_dondeo,mujer,h. Planificación Familiar,Otro lugar donde obtiene el método anticonceptivo que la madre usa,factor,,,caimi;cap;JORNADA DE LOS GRINGOS;JORNADA DE MUNICIPALIDAD;jornada en el centeo de salud;jornada medica en la escuela de parte del centro de salud;RED SEGURA;SUPER MERCADO,,
tiempo_llegar_donde_planfam,Tiempo_llegar_donde_planfam,mujer,h. Planificación Familiar,Tiempo que la madre tarda normalmente para llegar al lugar donde obtiene el método anticonceptivo en minutos o horas (Utilizar con Tiempo_llegar_donde_planfam_uni),numeric_continuous,0,67,,,bounds inferred from observed range with buffer; requires review
tiempo_llegar_donde_planfam_uni,Tiempo_llegar_donde_planfam_uni,mujer,h. Planificación Familiar,Unidad de tiempo que la madre tarda normalmente para llegar al lugar donde obtiene el método anticonceptivo,factor,,,1;2;988,,
precio_consulta_planfam,Precio_consulta_planfam,mujer,h. Planificación Familiar,"El precio pagado por consulta de planificación familiar le parece caro, razonable, barato o no pagó nada",factor,,,1;2;3;4;98,,
precio_metodo_planfam,Precio_metodo_planfam,mujer,h. Planificación Familiar,"El precio pagado por el método anticonceptivo le parece caro, razonable, barato o no pagó nada",factor,,,1;2;3;4;98,,
quisiera_otrohijo,quisiera_otrohijo,mujer,i. Preferencias Reproductivas,Quisiera tener un (otro) hijo / hija,factor,,,1;2;3;4;98,,
quisiera_otrohijo_tiempo,quisiera_otrohijo_tiempo,mujer,i. Preferencias Reproductivas,Cuánto tiempo quisiera esperar antes del nacimiento de un (otro) hijo / hija,factor,,,1;2;3;4;5;96;98,,
quisiera_otrohijo_tiempomes,quisiera_otrohijo_tiempomes,mujer,i. Preferencias Reproductivas,Cuánto tiempo quisiera esperar antes del nacimiento de un (otro) hijo / hija en meses,numeric_continuous,0,29.5,,,bounds inferred from observed range with buffer; requires review
quisiera_otrohijo_tiempootro,quisiera_otrohijo_tiempootro,mujer,i. Preferencias Reproductivas,"Cuánto tiempo quisiera esperar antes del nacimiento de un (otro) hijo / hija, otra respuesta",factor,,,ELLA SI QUIERE TENER OTRO BEBE PERO SU ESPOSO DIJO YANO;ESTA ENFERMA;meses;no puede quedar embarazada;no se embaraza;PADECE DE OVARIOS POLIQUISTICOS;quiere embarazarce;quiere tener niño y no ha podido;si quiere quedar embarazada pero no puede,,
quisiera_cuantoshijos,quisiera_cuantoshijos,mujer,i. Preferencias Reproductivas,Número de hijos quisiera tener,numeric_continuous,0,98,,children,
quisiera_cuantoshijos_otro,quisiera_cuantoshijos_otro,mujer,i. Preferencias Reproductivas,"Número de hijos quisiera tener, otra respuesta",factor,,,2;4;6;77;98;los hijos que dfios quiera;NO QUIER TENER HIJOS;NO QUIERE TENER HIJOS;Nunca desea tener hijos;NUNCA PENSO EN ESO,,
af_trabajo_intensa,AF_trabajo_intensa,mujer,j. Actividad Física,"¿Exige su trabajo una actividad física intensa que implica una MAYOR VELOCIDAD O ACELERACIÓN de la respiración o de las palpitaciones del corazón, durante al menos 10 minutos SEGUIDOS?",binary,,,1;2,,
af_trabajo_intensa_dias,AF_trabajo_intensa_dias,mujer,j. Actividad Física,"En una semana típica, ¿cuántos días realiza usted actividades físicas intensas en su trabajo?",factor,,,1;2;3;4;5;6;7;8,,
af_trabajo_intensa_horas,AF_trabajo_intensa_horas,mujer,j. Actividad Física,"En uno de esos días en los que realiza actividades físicas intensas en su trabajo, ¿cuánto tiempo suele dedicar a esas actividades?: Horas",numeric_integer,0,24,,hours,
af_trabajo_intensa_min,AF_trabajo_intensa_min,mujer,j. Actividad Física,"En uno de esos días en los que realiza actividades físicas intensas en su trabajo, ¿cuánto tiempo suele dedicar a esas actividades?: Minutos",numeric_integer,0,1440,,minutes,
af_trabajo_mod,AF_trabajo_mod,mujer,j. Actividad Física,"¿Exige su trabajo actividades de intensidad moderada que implica una MENOR VELOCIDAD O ACELERACIÓN de la respiración o de las palpitaciones del corazón, durante al menos 10 minutos SEGUIDOS?",factor,,,1;2;98,,
af_trabajo_mod_dias,AF_trabajo_mod_dias,mujer,j. Actividad Física,"En una semana típica, ¿cuántos días realiza usted actividades de intensidad moderada en su trabajo?",factor,,,0.7;1;2;3;4;5;6;7,,
af_trabajo_mod_horas,AF_trabajo_mod_horas,mujer,j. Actividad Física,"En uno de esos días en los que realiza actividades físicas de intensidad moderada en su trabajo, ¿cuánto tiempo suele dedicar a esas actividades?: Horas",factor,,,0;1;2;3;4;6;8,,
af_trabajo_mod_min,AF_trabajo_mod_min,mujer,j. Actividad Física,"En uno de esos días en los que realiza actividades físicas de intensidad moderada en su trabajo, ¿cuánto tiempo suele dedicar a esas actividades?: Minutos",numeric_integer,0,1440,,minutes,
af_bicicleta,AF_bicicleta,mujer,j. Actividad Física,¿Camina usted o usa usted una bicicleta al menos 10 minutos SEGUIDOS CUANDO SE TRASLADA DE UN LUGAR A OTRO?,binary,,,1;2,,
af_bicicleta_dias,AF_bicicleta_dias,mujer,j. Actividad Física,"En una semana típica, ¿cuántos días camina o va en bicicleta al menos 10 minutos consecutivos en sus desplazamientos?",factor,,,0;1;2;3;4;5;6;7;8,,
af_bicicleta_horas,AF_bicicleta_horas,mujer,j. Actividad Física,"En un día típico, ¿cuánto tiempo pasa caminando o yendo en bicicleta para TRASLADARSE DE UN LUGAR A OTRO?: Horas",numeric_integer,0,24,,hours,
af_bicicleta_min,AF_bicicleta_min,mujer,j. Actividad Física,"En un día típico, ¿cuánto tiempo pasa caminando o yendo en bicicleta para TRASLADARSE DE UN LUGAR A OTRO?: Minutos",numeric_integer,0,1440,,minutes,
af_deporte_intensa,AF_deporte_intensa,mujer,j. Actividad Física,"¿En su tiempo libre, practica usted deportes/gimnasio intensos que implican una MAYOR VELOCIDAD O ACELERACIÓN de la respiración o de las palpitaciones del corazón durante al menos 10 minutos SEGUIDOS?",factor,,,1;2;98,,
af_deporte_intensa_dias,AF_deporte_intensa_dias,mujer,j. Actividad Física,"En una semana típica, ¿cuántos días practica usted deportes/gimnasio intensos en su tiempo libre?",factor,,,1;2;3;4;5;6;7,,
af_deporte_intensa_horas,AF_deporte_intensa_horas,mujer,j. Actividad Física,"En uno de esos días en los que practica deportes/gimnasio intensos, ¿cuánto tiempo suele dedicar a esas actividades?: Horas",factor,,,0;1;2;3;20,,
af_deporte_intensa_min,AF_deporte_intensa_min,mujer,j. Actividad Física,"En uno de esos días en los que practica deportes/gimnasio intensos, ¿cuánto tiempo suele dedicar a esas actividades?: Minutos",numeric_integer,0,1440,,minutes,
af_deporte_mod,AF_deporte_mod,mujer,j. Actividad Física,¿En su tiempo libre practica usted alguna actividad de intensidad moderada que implica una MENOR VELOCIDAD O ACELERACIÓN de la respiración o de las palpitaciones del corazón durante al menos 10 minutos SEGUIDOS?,factor,,,1;2;98,,
af_deporte_mod_dias,AF_deporte_mod_dias,mujer,j. Actividad Física,"En una semana típica, ¿cuántos días practica usted actividades físicas de intensidad moderada en su tiempo libre?",factor,,,1;2;3;4;5;6;7,,
af_deporte_mod_horas,AF_deporte_mod_horas,mujer,j. Actividad Física,"En uno de esos días en los que practica actividades físicas de intensidad moderada en su tiempo libre?, ¿cuánto tiempo suele dedicar a esas actividades?: Horas",factor,,,0;1;2;3;4;5;11,,
af_deporte_mod_min,AF_deporte_mod_min,mujer,j. Actividad Física,"En uno de esos días en los que practica actividades físicas de intensidad moderada en su tiempo libre?, ¿cuánto tiempo suele dedicar a esas actividades?: Minutos",factor,,,0;10;15;20;25;30;40;45;50,,
af_sedentario_hora,AF_sedentario_hora,mujer,j. Actividad Física,¿Cuánto tiempo suele pasar sentado o recostado en un día típico?: Horas,numeric_continuous,0,30,,,bounds inferred from observed range with buffer; requires review
af_sedentario_min,AF_sedentario_min,mujer,j. Actividad Física,¿Cuánto tiempo suele pasar sentado o recostado en un día típico?: Minutos,numeric_integer,0,1440,,minutes,
talla_resultado_medicion,Talla_Resultado_medicion,mujer,f. Antropometría,"Resultado de la medición de talla: 1=Medido, 3=No presente, 5=Rechazo, 6=Otro",factor,,,1;3;4;96,,
talla_cm,Talla_cm,mujer,f. Antropometría,Talla/longitud del niño (cm),numeric_continuous,30,200,,cm,anthropometric height/length
talla_hora,Talla_hora,mujer,f. Antropometría,Hora de medición de talla,numeric_continuous,0,129030,,,bounds inferred from observed range with buffer; requires review
talla_equipo,Talla_equipo,mujer,f. Antropometría,Código tallimetro,id,,,,,
peso_resultado_medicion,Peso_Resultado_medicion,mujer,f. Antropometría,"Resultado de la medición de peso: 1=Medido, 3=No presente, 5=Rechazo, 6=Otro",factor,,,1;3;4;96,,
