name,name_original,source_table,section,label_es,type,domain_min,domain_max,domain_levels,unit,notes
sal_mina,Sal_mina,hogar,e. Alimentos fortificados,Usan sal de mina para cocinar o echarle a la comida,binary,,,1;2,,
sal_mas_usada,Sal_mas_usada,hogar,e. Alimentos fortificados,Tipo de sal que más usa para cocinar o agregar a la comida,factor,,,1;2;3;96,,
sal_mas_usada_o,Sal_mas_usada_o,hogar,e. Alimentos fortificados,"Tipo de sal que más usa para cocinar o agregar a la comida, otro especificado",factor,,,de mina;EL SEÑOR DIJO QUE EL NO COMPRA SAL PORQUE COME EN CUALQUIER LADO;mina;ninguna;NINGUNO;NO COSINA;no tiene sal porque no cocina;No usa;NO USA SAL;Sal Diatetica Morton,,
sal_muestra_recolecto,Sal_muestra_recolecto,hogar,e. Alimentos fortificados,Recolectó la muestra de sal más usada,binary,,,1;2,,
sal_muestra_etiq,Sal_muestra_etiq,hogar,e. Alimentos fortificados,Etiqueta de la muestra de sal recolectada,text,,,,,
azuc_morena,Azuc_morena,hogar,e. Alimentos fortificados,Usan azúcar morena para endulzar o cocinar,binary,,,1;2,,
azuc_morena_libras,Azuc_morena_libras,hogar,e. Alimentos fortificados,"En general, cuánto compra azúcar morena en libras",numeric_continuous,0,500,,pounds,
azuc_morena_frec,Azuc_morena_frec,hogar,e. Alimentos fortificados,"En general, cada cuánto compra azúcar morena en días, semanas, o meses (Ultilizar con Azuc_morena_frec_uni)",numeric_continuous,0,67,,,bounds inferred from observed range with buffer; requires review
azuc_morena_frec_uni,Azuc_morena_frec_uni,hogar,e. Alimentos fortificados,Unidad de frecuencia de compra de azúcar morena,factor,,,1;2;3,,
azuc_morena_casa,Azuc_morena_casa,hogar,e. Alimentos fortificados,Tiene azúcar morena en la casa,binary,,,1;2,,
azuc_morena_mostrada,Azuc_morena_mostrada,hogar,e. Alimentos fortificados,Mostró azúcar morena,binary,,,1;2,,
azuc_morena_marca,Azuc_morena_marca,hogar,e. Alimentos fortificados,Marca de azúcar morena en la casa,binary,,,1;2,,
azuc_morena_marca_esp,Azuc_morena_marca_esp,hogar,e. Alimentos fortificados,"Marca de azúcar morena en la casa, especificado",factor,,,AZÚCAR MORENA;LA MONTAÑA;LA MORENA;LÍA TULIPÁNES;LO NATURAL;LO TULIPANES;LOS TILIPANES;LOS TULIPANES;LOS TULIPONES;MIRENA DE CAÑA;MORENA;MORENA DE CAÑA;TULIPÁN;TULIPANES,,
azuc_morena_marca_pais,Azuc_morena_marca_pais,hogar,e. Alimentos fortificados,País de origen de azúcar morena importada en la casa,text,,,,,
azuc_morena_vita_etiq,Azuc_morena_vitA_etiq,hogar,e. Alimentos fortificados,Etiqueta de azúcar morena dice fortificada con Vitamina A,binary,,,1,,
azuc_morena_hierro_etiq,Azuc_morena_hierro_etiq,hogar,e. Alimentos fortificados,Etiqueta de azúcar morena dice fortificada con Hierro,factor,,,1;2;3,,
azuc_morena_ojo,Azuc_morena_ojo,hogar,e. Alimentos fortificados,Empaque tiene ojo rojo o verde sólo por observación,binary,,,1;2,,
azuc_morena_fecven,Azuc_morena_fecven,hogar,e. Alimentos fortificados,Hay fecha de vencimiento en la etiqueta de la azúcar morena,binary,,,1;2,,
azuc_morena_fecven_esp,Azuc_morena_fecven_esp,hogar,e. Alimentos fortificados,Fecha de vencimiento de la azúcar morena,numeric_continuous,0,22245,,,bounds inferred from observed range with buffer; requires review
azuc_morena_ing_vita,Azuc_morena_ing_VitA,hogar,e. Alimentos fortificados,Lista de ingredientes de azúcar morena dice fortificada con Vitamina A,factor,,,1;2;3,,
azuc_morena_ing_hierro,Azuc_morena_ing_hierro,hogar,e. Alimentos fortificados,Lista de ingredientes de azúcar morena dice fortificada con Hierro,factor,,,1;2;3,,
azuc_stand,Azuc_stand,hogar,e. Alimentos fortificados,Usan azúcar estándar para endulzar o cocinar,binary,,,1;2,,
azuc_stand_libras,Azuc_stand_libras,hogar,e. Alimentos fortificados,"En general, cuánto compra azúcar estándar en libras",numeric_continuous,0,500,,pounds,
azuc_stand_frec,Azuc_stand_frec,hogar,e. Alimentos fortificados,"En general, cada cuánto compra azúcar estándar en días, semanas, o meses (Ultilizar con Azuc_stand_frec_uni)",numeric_continuous,0,67,,,bounds inferred from observed range with buffer; requires review
azuc_stand_frec_uni,Azuc_stand_frec_uni,hogar,e. Alimentos fortificados,Unidad de frecuencia de compra de azúcar estándar,factor,,,1;2;3,,
azuc_stand_casa,Azuc_stand_casa,hogar,e. Alimentos fortificados,Tiene azúcar estándar en la casa,binary,,,1;2,,
azuc_stand_mostrada,Azuc_stand_mostrada,hogar,e. Alimentos fortificados,Mostró azúcar estándar,binary,,,1;2,,
azuc_stand_marca,Azuc_stand_marca,hogar,e. Alimentos fortificados,Marca de azúcar estándar en la casa,factor,,,1;2;3,,
azuc_stand_marca_esp,Azuc_stand_marca_esp,hogar,e. Alimentos fortificados,"Marca de azúcar estándar en la casa, especificado",factor,,,"CALA REAL;CAÑA REA;CAÑA REA,;CAÑA REAL;DO JUSTO CABAL;DON JUATO CABAL;DON JUSTO;DON JUSTO CABAL;JUSTO CABAL;LA MINTAÑA;LA MONTAÑA;LA MONTAÑLA;LA MONTAÑO;LA MONTAÑS;LA MONTÑA;LA MONTQÑA;SABE MAS",,
azuc_stand_marca_pais,Azuc_stand_marca_pais,hogar,e. Alimentos fortificados,País de origen de azúcar estándar importada en la casa,factor,,,CAÑA REAL;LA MONTAÑA;ZULKA,,
azuc_stand_vita_etiq,Azuc_stand_vitA_etiq,hogar,e. Alimentos fortificados,Etiqueta de azúcar estándar dice fortificada con Vitamina A,factor,,,1;2;3,,
azuc_stand_hierro_etiq,Azuc_stand_hierro_etiq,hogar,e. Alimentos fortificados,Etiqueta de azúcar estándar dice fortificada con Hierro,factor,,,1;2;3,,
azuc_stand_ojo,Azuc_stand_ojo,hogar,e. Alimentos fortificados,Empaque tiene ojo rojo o verde sólo por observación,binary,,,1;3,,
azuc_stand_fecven,Azuc_stand_fecven,hogar,e. Alimentos fortificados,Hay fecha de vencimiento en la etiqueta de la azúcar estándar,factor,,,1;2;3,,
azuc_stand_fecven_esp,Azuc_stand_fecven_esp,hogar,e. Alimentos fortificados,Fecha de vencimiento de la azúcar estándar,numeric_continuous,0,22646,,,bounds inferred from observed range with buffer; requires review
azuc_stand_ing_vita,Azuc_stand_ing_VitA,hogar,e. Alimentos fortificados,Lista de ingredientes de azúcar estándar dice fortificada con Vitamina A,factor,,,1;2;3,,
azuc_stand_ing_hierro,Azuc_stand_ing_hierro,hogar,e. Alimentos fortificados,Lista de ingredientes de azúcar estándar dice fortificada con Hierro,factor,,,1;2;3,,
azuc_blanca,Azuc_blanca,hogar,e. Alimentos fortificados,Usan azúcar blanca para endulzar o cocinar,binary,,,1;2,,
azuc_blanca_libras,Azuc_blanca_libras,hogar,e. Alimentos fortificados,"En general, cuánto compra azúcar blanca en libras",factor,,,1;2;3;5,,
azuc_blanca_frec,Azuc_blanca_frec,hogar,e. Alimentos fortificados,"En general, cada cuánto compra azúcar blanca en días, semanas, o meses (Ultilizar con Azuc_stand_frec_uni)",factor,,,1;2;3;15,,
azuc_blanca_frec_uni,Azuc_blanca_frec_uni,hogar,e. Alimentos fortificados,Unidad de frecuencia de compra de azúcar blanca,factor,,,1;2;3,,
azuc_blanca_casa,Azuc_blanca_casa,hogar,e. Alimentos fortificados,Tiene azúcar blanca en la casa,binary,,,1;2,,
azuc_blanca_mostrada,Azuc_blanca_mostrada,hogar,e. Alimentos fortificados,Mostró azúcar blanca,binary,,,1,,
azuc_blanca_marca,Azuc_blanca_marca,hogar,e. Alimentos fortificados,Marca de azúcar blanca en la casa,binary,,,1;2,,
azuc_blanca_marca_esp,Azuc_blanca_marca_esp,hogar,e. Alimentos fortificados,"Marca de azúcar blanca en la casa, especificado",factor,,,AZÚCAR GLASS;DON JUSTO CABAL;SPLENDA,,
azuc_blanca_marca_pais,Azuc_blanca_marca_pais,hogar,e. Alimentos fortificados,País de origen de azúcar blanca importada en la casa,text,,,,,
azuc_blanca_vita_etiq,Azuc_blanca_vitA_etiq,hogar,e. Alimentos fortificados,Etiqueta de azúcar blanca dice fortificada con Vitamina A,binary,,,1;2,,
azuc_blanca_hierro_etiq,Azuc_blanca_hierro_etiq,hogar,e. Alimentos fortificados,Etiqueta de azúcar blanca dice fortificada con Hierro,binary,,,2;3,,
azuc_blanca_ojo,Azuc_blanca_ojo,hogar,e. Alimentos fortificados,Empaque tiene ojo rojo o verde sólo por observación,binary,,,1;2,,
azuc_blanca_fecven,Azuc_blanca_fecven,hogar,e. Alimentos fortificados,Hay fecha de vencimiento en la etiqueta de la azúcar blanca,binary,,,1;2,,
azuc_blanca_fecven_esp,Azuc_blanca_fecven_esp,hogar,e. Alimentos fortificados,Fecha de vencimiento de la azúcar blanca,binary,,,21731;21854,,
azuc_blanca_ing_vita,Azuc_blanca_ing_VitA,hogar,e. Alimentos fortificados,Lista de ingredientes de azúcar blanca dice fortificada con Vitamina A,binary,,,2;3,,
azuc_blanca_ing_hierro,Azuc_blanca_ing_hierro,hogar,e. Alimentos fortificados,Lista de ingredientes de azúcar blanca dice fortificada con Hierro,binary,,,2;3,,
azuc_panela,Azuc_Panela,hogar,e. Alimentos fortificados,Usan azúcar panela para endulzar o cocinar,binary,,,1;2,,
azuc_mas_usada,Azuc_mas_usada,hogar,e. Alimentos fortificados,Tipo de azúcar que usa más para endulzar o cocinar,factor,,,1;2;3;96,,
azuc_mas_usada_o,Azuc_mas_usada_o,hogar,e. Alimentos fortificados,"Tipo de azúcar que usa más para endulzar o cocinar, otro especificado",factor,,,"EL SEÑOR DIJO QUE NO COMPRA AZUCAR PORQUE COME EN CUALQUIER LADO;ninguna;ninguno;NINGUNO;NO COCINA VIEVE SOLO;No compra azucar, compra sus alimentos ya preparados.;no consume;NO CONSUME AZUCAR;No usa;NO USA;NO USA ES DIABETICA;no usan;no utiliza ningun tipo de azúcar (diabetico);Splenda",,
azuc_muestra_recolecto,Azuc_muestra_recolecto,hogar,e. Alimentos fortificados,Recolectó la muestra azúcar más usada,binary,,,1;2,,
azuc_muestra_etiq,Azuc_muestra_etiq,hogar,e. Alimentos fortificados,Etiqueta de la muestra de azúcar recolectada,text,,,,,
pan_dulce,Pan_dulce,hogar,e. Alimentos fortificados,Consumen pan dulce en su hogar,binary,,,1;2,,
pan_dulce_unidades,Pan_dulce_unidades,hogar,e. Alimentos fortificados,Unidades de pan dulce que compran en general,numeric_continuous,0,179.5,,,bounds inferred from observed range with buffer; requires review
pan_dulce_frec,Pan_dulce_frec,hogar,e. Alimentos fortificados,"Frecuencia de compra de pan dulce en días, semanas, o meses (Ultilizar con Pan_dulce_frec_uni)",numeric_continuous,0,29.5,,,bounds inferred from observed range with buffer; requires review
pan_dulce_frec_uni,Pan_dulce_frec_uni,hogar,e. Alimentos fortificados,Unidad de frecuencia de compra de pan dulce,factor,,,1;2;3,,
pan_dulce_casa,Pan_dulce_casa,hogar,e. Alimentos fortificados,Tiene pan dulce en casa,binary,,,1;2,,
pan_dulce_mostrado,Pan_dulce_mostrado,hogar,e. Alimentos fortificados,Mostró pan dulce,binary,,,1;2,,
pan_dulce_marca,Pan_dulce_marca,hogar,e. Alimentos fortificados,Marca de pan dulce en la casa,binary,,,1;2,,
pan_dulce_marca_esp,Pan_dulce_marca_esp,hogar,e. Alimentos fortificados,"Marca de pan dulce en la casa, especificado",factor,,,ESPIGA DE ORO;LA ESPIGA DE ORO;LOS PORTALES,,
pan_dulce_marca_pais,Pan_dulce_marca_pais,hogar,e. Alimentos fortificados,País de origen de pan dulce importado en la casa,text,,,,,
pan_dulce_hierro_etiq,Pan_dulce_hierro_etiq,hogar,e. Alimentos fortificados,Etiqueta de pan dulce dice fortificado con Hierro,binary,,,2,,
pan_desab,Pan_desab,hogar,e. Alimentos fortificados,Consumen pan desabrido en su hogar,binary,,,1;2,,
pan_desab_unidades,Pan_desab_unidades,hogar,e. Alimentos fortificados,Unidades de pan desabrido que compran en general,numeric_continuous,0,120,,,bounds inferred from observed range with buffer; requires review
pan_desab_frec,Pan_desab_frec,hogar,e. Alimentos fortificados,"Frecuencia de compra de pan desabrido en días, semanas, o meses (Ultilizar con Pan_desab_frec_uni)",numeric_continuous,0,44.5,,,bounds inferred from observed range with buffer; requires review
pan_desab_frec_uni,Pan_desab_frec_uni,hogar,e. Alimentos fortificados,Unidad de frecuencia de compra de pan desabrido,factor,,,1;2;3,,
pan_desab_casa,Pan_desab_casa,hogar,e. Alimentos fortificados,Tiene pan desabrido en casa,binary,,,1;2,,
pan_desab_mostrado,Pan_desab_mostrado,hogar,e. Alimentos fortificados,Mostró pan desabrido,binary,,,1;2,,
pan_desab_marca,Pan_desab_marca,hogar,e. Alimentos fortificados,Marca de pan desabrido en la casa,binary,,,1;2,,
pan_desab_marca_esp,Pan_desab_marca_esp,hogar,e. Alimentos fortificados,"Marca de pan desabrido en la casa, especificado",factor,,,EUROPA;LA ESPUGA DE ORO;PAN EUROPA;SABROPAN;SAN MARTIN,,
pan_desab_marca_pais,Pan_desab_marca_pais,hogar,e. Alimentos fortificados,País de origen de pan desabrido importado en la casa,text,,,,,
pan_desab_hierro_etiq,Pan_desab_hierro_etiq,hogar,e. Alimentos fortificados,Etiqueta de pan desabrido dice fortificado con Hierro,binary,,,1;2,,
harina_maiz,Harina_maiz,hogar,e. Alimentos fortificados,Utilizan harina de maíz,binary,,,1;2,,
harina_maiz_libras,Harina_maiz_libras,hogar,e. Alimentos fortificados,Libras de harina de maíz que compran en general,numeric_continuous,0,500,,pounds,
harina_maiz_frec,Harina_maiz_frec,hogar,e. Alimentos fortificados,"Frecuencia de compra de harina de maíz en días, semanas, o meses (Ultilizar con Harina_maiz_frec_uni)",numeric_continuous,0,67,,,bounds inferred from observed range with buffer; requires review
harina_maiz_frec_uni,Harina_maiz_frec_uni,hogar,e. Alimentos fortificados,Unidad de frecuencia de compra de harina de maíz,factor,,,1;2;3,,
harina_maiz_casa,Harina_maiz_casa,hogar,e. Alimentos fortificados,Tiene harina de maíz en casa,binary,,,1;2,,
harina_maiz_mostrada,Harina_maiz_mostrada,hogar,e. Alimentos fortificados,Mostró harina de maíz,binary,,,1;2,,
harina_maiz_marca,Harina_maiz_marca,hogar,e. Alimentos fortificados,Marca de harina de maíz el la casa,factor,,,1;2;3,,
harina_maiz_marca_esp,Harina_maiz_marca_esp,hogar,e. Alimentos fortificados,"Marca de harina de maíz el la casa, especificada",factor,,,DEL COMAL;DOÑA OLIMPIA;EL COMAL;HARINA DE MAÍZ ZULY;MASECA;ORO MAYA;ORO MAYO;SULI;SULI HARINA DE MAIZ;SULY,,
harina_maiz_marca_pais,Harina_maiz_marca_pais,hogar,e. Alimentos fortificados,País de origen de harina de maíz importada en la casa,factor,,,El COMAL;EL SALVADOR;MASECA;MEXICANA;MEXICO;MEXICOM;SAN SALVADOR;SAN SALVDOR,,
harina_maiz_hierro_etiq,Harina_maiz_hierro_etiq,hogar,e. Alimentos fortificados,Etiqueta de harina de maíz dice fortificada con Hierro,binary,,,1;2,,
nboletahogar,nboletahogar,mujer,a. Información básica,número del cuestionario del hogar,id,,,,,
pesomujer,pesomujer,mujer,a. Información básica,Pesos muestrales para mujeres,numeric_continuous,0,100000,,,survey weights for maternal sample
conglomerado,Conglomerado,mujer,a. Información básica,ID Cartográfica: conglomerado; utiliza para corregir los errores estándares en todos los análisis,numeric_continuous,0,100000000,,id,cluster identifier
feradjwra,FERadjwra,mujer,l. Índices Biológicos,Ferritina sérica (SF) [mcg/L] ajustado por Proteína C reactiva (CRP) y Glicoproteína ácido alfa 1 (AGP) según BRINDA,numeric_continuous,0,2000,,ug/L,
stfradjwra,sTFRadjwra,mujer,l. Índices Biológicos,Receptores solubles de transferrina (sTFR) [mg/L] ajustado por Glicoproteína ácido alfa 1 (AGP) según BRINDA,numeric_continuous,0,50,,mg/L,
fer,FER,mujer,g. Índices biológicos,Ferritina sérica (SF) [mcg/L],numeric_continuous,0,2000,,ug/L,
stfr,STFR,mujer,g. Índices biológicos,Receptores solubles de transferrina (sTFR) [mg/L],numeric_continuous,0,50,,mg/L,
bis,BIS,mujer,g. Índices biológicos,Reservas de Hierro Corporal (BIS) [MG/KG Peso],numeric_continuous,-15,30,,mg/kg,Body Iron Stores; negative legitimate (deficit)
rbp,RBP,mujer,g. Índices biológicos,Proteína fijadora de retinol (RBP) [mcmol/L],numeric_continuous,0,10,,umol/L,
obs_rbp,Obs_RBP,mujer,g. Índices biológicos,Observaciones del analisis de RBP,binary,,,>UDL (6.0),,
crp,CRP,mujer,g. Índices biológicos,Proteína C reactiva (CRP) [mg/L],numeric_continuous,0,300,,mg/L,
obs_crp,Obs_CRP,mujer,g. Índices biológicos,Observaciones del analisis de CRP,binary,,,<LDL (0.05),,
agp,AGP,mujer,g. Índices biológicos,Glicoproteína ácido alfa 1 (AGP) [g/L],numeric_continuous,0,5,,g/L,
boletamujer,BOLETAMUJER,mujer,a. Información básica,número del cuestionaro de la mujer,id,,,,,
notabletam,NOTABLETAM,mujer,a. Información básica,número de la tableta,id,,,,,
niveleducativomadre,NivelEducativoMadre,mujer,b. Characterísticas generales,Nivel educativo de la madre,factor,,,0-Ninguno;1-Primaria;2-Secundaria;3-Superior/universitaria;4-Alfabetización,,
alturaindmujer,ALTURAINDMUJER,mujer,l. Índices Biológicos,Altura de la vivienda (metros sobre nivel del mar),numeric_continuous,0,4500,,m,altitude m above sea level
tiroglobulina_ng_ml,Tiroglobulina_ng_ml,mujer,l. Índices Biológicos,Tiroglobulina (ng/ml),numeric_continuous,0,1000,,ng/mL,
obs_tiroglobulina,Obs_tiroglobulina,mujer,l. Índices Biológicos,Observaciones del analyisis de tiroglobulina,binary,,,<0.004,,
hba1c,HbA1c,mujer,l. Índices Biológicos,Hemoglobina Glicosilada (%),numeric_continuous,0,18.9,,,bounds inferred from observed range with buffer; requires review
obs_hba1c,Obs_HbA1c,mujer,l. Índices Biológicos,Observaciones del analisis de HbA1c,factor,,,">14.0 %;etiqueta tubo #3017 y corregido por #6017;etiqueta tubo #3020 y corregido por #6020;etiqueta tubo #3022 y corregido por #6022;etiqueta tubo #3023 y corregido por #6023;etiqueta tubo #3025 y corregido por #6025;etiqueta tubo #3026 y corregido por #6026;etiqueta tubo #3027 y corregido por #6027;etiqueta tubo #3030 y corregido por #6030;Valor muy alto, se repitió 3 veces;Valor muy alto, se repitió 3 veces.",,
yodo_mcg_l,Yodo_mcg_L,mujer,l. Índices Biológicos,Yodo en orina de la mujer (mcg/L),numeric_continuous,0,5000,,ug/L,iodine in urine
obs_yodo_orina,Obs_yodo_orina,mujer,l. Índices Biológicos,Observaciones del analisis de yodo en orina,factor,,,"Mujer embarazada;Mujer embarazada, <10.0;Mujer en edad fértil;Mujer en edad fértil, <10.0",,
brc_def_fer_muj,brc_DEF_FER_muj,mujer,l. Índices Biológicos,Ferritina Baja(<15 mcg/L)-corregida por inflamación según BRINDA,binary,,,No;Si,,
def_fer_muj,DEF_FER_MUJ,mujer,l. Índices Biológicos,Ferritina Baja(<15 mcg/L) - no corregida por inflamación,binary,,,No;Si,,
elevtfr_brc,elevTFR_BRC,mujer,g. Índices biológicos,Receptores solubles de Transferrina [sTfR] Elevada (>8.3 mg/L)-corregida por inflamación segun BRINDA,binary,,,No;Si,,
elevtfr,elevTFR,mujer,g. Índices biológicos,Receptores solubles de Transferrina [sTfR] Elevada(>8.3 mg/L)-no corregida por inflamación,binary,,,No;Si,,
nlinea,NLINEA,mujer,a. Información básica,número de línea (A029 de cuestionario de hogar),id,,,,,
fecha_entrevista,fecha_entrevista,mujer,a. Información básica,Fecha de la entrevista,numeric_continuous,0,22148.5,,,bounds inferred from observed range with buffer; requires review
resultado_entrevista1,Resultado_entrevista1,mujer,a. Información básica,"Resultado de la primera entrevista (completa, parcial, etc), utilizado para determinar la proporción de encuestados",factor,,,1;2;3;5,,
resultado_entrevista_otro1,Resultado_entrevista_otro1,mujer,a. Información básica,Otro resultado de la primera visita,text,,,,,
resultado_entrevista2,Resultado_entrevista2,mujer,a. Información básica,"Resultado de la segunda entrevista (completa, parcial, etc), utilizado para determinar la proporción de encuestados",factor,,,1;2;3;5,,
resultado_entrevista_otro2,Resultado_entrevista_otro2,mujer,a. Información básica,Otro resultado de la segunda visita,text,,,,,
resultado_entrevista3,Resultado_entrevista3,mujer,a. Información básica,"Resultado de la tercera entrevista (completa, parcial, etc), utilizado para determinar la proporción de encuestados",binary,,,1;5,,
resultado_entrevista_otro3,Resultado_entrevista_otro3,mujer,a. Información básica,Otro resultado de la tercera visita,text,,,,,
idioma_entrevista,Idioma_entrevista,mujer,a. Información básica,Idioma de la entrevista,factor,,,1;3;4;5;8;11;96,,
uso_interprete,Uso_interprete,mujer,a. Información básica,Usó un interprete: Sí o No,binary,,,1;2,,
idioma_materno,Idioma_materno,mujer,a. Información básica,El idioma materno del encuestado,factor,,,01;02;03;04;05;07;08;11;12;13;14;96,,
idioma_materno_otro,Idioma_materno_otro,mujer,a. Información básica,"Otro idioma materno del encuestado, especificado",factor,,,Achi;ACHI;AXI;chuj;Chuj;CHUJ;CHUJ COATANECO;Cuataneco,,
grupo_edad_mujer,Grupo_edad_mujer,mujer,b. Characterísticas generales,Grupos de edad de la madre,factor,,,1;2;3;4,,
edad_mujer,Edad_mujer,mujer,b. Characterísticas generales,Edad (años) de la madre,numeric_integer,10,60,,years,
grupoetnico,GrupoEtnico,mujer,b. Characterísticas generales,"Grupo étnico del niño: Indígena o no indígena, por observación del entrevistador",binary,,,Indígena;No indíg,,
grupoetnico_otro,GrupoEtnico_otro,mujer,b. Characterísticas generales,"Grupo étnico del niño: otro especificado, por observación del entrevistador",text,,,,,
grupoetnico_reportado,GrupoEtnico_reportado,mujer,b. Characterísticas generales,"Grupo étnico del niño: Indígena o no indígena, reportado de la madre",binary,,,Indígena;No indíg,,
grupoetnico_reportado_otro,GrupoEtnico_reportado_otro,mujer,b. Characterísticas generales,"Grupo étnico del niño: otro especificado, reportado de la madre",factor,,,maya;mestiza;MESTIZA;mestizo;MESTIZO;mestizos;no sabe;No Sabe;NO SABE;XINCA,,
embarazada_lactante,Embarazada_lactante,mujer,b. Characterísticas generales,"Estado fisiológico de la madre (embarazada, lactancia, no embarazada ni lactante, o no aplica)",factor,,,1;2;3,,
asistido_escuela_vez,Asistido_escuela_vez,mujer,b. Characterísticas generales,La madre ha asistido alguna vez a la escuela,binary,,,1;2,,
estudiando_actual,Estudiando_actual,mujer,b. Characterísticas generales,La madre está estudiando actualmente,binary,,,1;2,,
grado_estudio,Grado_estudio,mujer,b. Characterísticas generales,Último año de estudios que ganó,factor,,,0;1;2;3;4;5;6;7,,
alim_grano,Alim_grano,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Cereales, pan, tortilla, arroz, pasta u otra comida hecha de granos",binary,,,1;2,,
alim_tuberculo,Alim_tuberculo,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Papas blancas, yuca, malanga, ichintal u otra verdura que sea raíz",factor,,,1;2;88,,
alim_leguminosa,Alim_leguminosa,mujer,c. Dieta,"Alimentos que la madre comió ayer: Frijoles, arvejas, habas, o lentejas",factor,,,1;2;88;98,,
alim_nuez,Alim_nuez,mujer,c. Dieta,Alimentos que la madre comió ayer: Nueces o semillas,factor,,,1;2;88,,
alim_prod_lacteo,Alim_prod_lacteo,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Queso, crema, yogurt u otro producto derivado de la leche",factor,,,1;2;88,,
alim_viscera,Alim_viscera,mujer,c. Dieta,"Alimentos que la madre comió ayer: Hígado, riñón, corazón u otras vísceras",factor,,,1;2;88,,
alim_carne,Alim_carne,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Cualquier carne como res, cerdo, pollo, cordero, cabra, carnes de monte o pato",binary,,,1;2,,
alim_pescado,Alim_pescado,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Pescado fresco o seco, mariscos o conchas",factor,,,1;2;88,,
alim_huevo,Alim_huevo,mujer,d. Alimentación,Alimentos que le dio al niño ayer: Huevos,factor,,,1;2;88,,
alim_verdeoscuro,Alim_verdeoscuro,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Hojas/hierbas color verde oscuro como macuy, bledo, espinacas, o acelga",factor,,,1;2;88,,
alim_verdura_amarilla,Alim_verdura_amarilla,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Güicoy sazón, ayote, zanahoria, camote u otra verdura amarilla/anaranjada",factor,,,1;2;88,,
alim_fruta_anaranjada,Alim_fruta_anaranjada,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Mango maduro, papaya o mamey",factor,,,1;2;88,,
alim_otra_v,Alim_otra_v,mujer,c. Dieta,Alimentos que la madre comió ayer: Alguna otra verdura,factor,,,1;2;88;98,,
alim_otra_f,Alim_otra_f,mujer,c. Dieta,Alimentos que la madre comió ayer: Alguna otra fruta,binary,,,1;2,,
alim_insectos,Alim_insectos,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Larvas, insectos o caracoles",factor,,,1;2;88,,
alim_aceite_palma,Alim_aceite_palma,mujer,d. Alimentación,Alimentos que le dio al niño ayer: Comidas hechas con aceite de palma,factor,,,1;2;88;98,,
alim_aceite,Alim_aceite,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Comidas hechas con aceite, manteca, mantequilla o mayonesa",factor,,,1;2;88;98,,
alim_snacks,Alim_snacks,mujer,c. Dieta,"Alimentos que la madre comió ayer: ""Snacks"" salados y fritos (""papalinas"", papas fritas, masa frita, chicharrones, u otros ""snacks"" fritos), comida ""chatarra""",factor,,,1;2;88,,
alim_dulce,Alim_dulce,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Comidas dulces como chocolate, dulces, pastel o galletas",factor,,,1;2;88,,
alim_beb_azucar,Alim_beb_azucar,mujer,c. Dieta,"Alimentos que la madre tomó ayer: Bebidas azucaradas (jugos de fruta con azúcar agregada, gaseosas, bebidas de chocolate y malta, bebidas de yogurt, café o té con azúcar)",factor,,,1;2;88,,
alim_condimentos,Alim_condimentos,mujer,d. Alimentación,"Alimentos que le dio al niño ayer: Condimentos: chiles, especies, hierbas, kétchup, mostaza o pasta de tomate",factor,,,1;2;88;98,,
alim_cafe_aceitunas,Alim_cafe_aceitunas,mujer,c. Dieta,"Alimentos que la madre tomó ayer: Otras bebidas y comida (té o café sin azúcar, alcohol, consomé claro preparado, aceitunas, pepinillos o similar)",factor,,,1;2;88;98,,
alim_sopas_consome,Alim_sopas_consome,mujer,c. Dieta,"Alimentos que la madre comió ayer: Sopas (instantánea y de sobre) o Consomés de bote, sobre o cubito",factor,,,1;2;88;98,,
granos_raic_tuber_g1,granos_raic_tuber_g1,mujer,d. Alimentación,"Ninos Grupo 1-Granos, raices, tuberculos",binary,,,0;1,,
legum_nueces_g2,legum_nueces_g2,mujer,d. Alimentación,"Ninos Grupo 2-Leguminosas, nueces",binary,,,0;1,,
lacteos_g3,lacteos_g3,mujer,d. Alimentación,Ninos Grupo 3-Lacteos,binary,,,0;1,,
visceras_g4,visceras_g4,mujer,c. Dieta,"Puntuación de diversidad de dieta de mujeres, grupo 4: Hígado, riñon, corazón, y otras vísceras",binary,,,0;1,,
huevos_g5,huevos_g5,mujer,d. Alimentación,Ninos Grupo 5-Huevos,binary,,,0;1,,
todascarnes_g6,todasCarnes_g6,mujer,c. Dieta,"Puntuación de diversidad de dieta de mujeres, grupo 6: Carnes como res, cerdo, cordero, cabra, pollo, o pato",binary,,,0;1,,
fruta_vita_g7,fruta_vitA_g7,mujer,c. Dieta,"Puntuación de diversidad de dieta de mujeres, grupo 7: Frutas anaranjadas o amarillas",binary,,,0;1,,
